,PLAN_NO,PLAN_TYPE,YR
7302,60303,Subdivision,1980
7303,603067E,Title,1967
7304,6031,Reference Plan,1924
7305,60312,Subdivision,1980
7306,60325,Subdivision,1980
7307,60329,Subdivision,1980
7308,60341,Subdivision,1980
7309,60361,Subdivision,1980
7310,60392,Subdivision,1980
7311,60392,Subdivision,1980
7312,60392,Subdivision,1980
7313,60392,Subdivision,1980
7314,60401,Subdivision,1980
7315,60411,Subdivision,1980
7316,60412,Subdivision,1980
7317,60412,Subdivision,1980
7318,60413,Subdivision,1980
7319,60414,Subdivision,1980
7320,60429,Subdivision,1980
7321,60429,Subdivision,1980
7322,60429,Subdivision,1980
7323,60445,Subdivision,1980
7324,60460,Subdivision,1980
7325,60468,Subdivision,1980
7326,60468,Subdivision,1980
7327,60468,Subdivision,1980
7328,60468,Subdivision,1980
7329,60468,Subdivision,1980
7330,60468,Subdivision,1980
7331,60468,Subdivision,1980
7332,60470,Subdivision,1980
7333,60470,Subdivision,1980
7334,60470,Subdivision,1980
7335,60470,Subdivision,1980
7336,60470,Subdivision,1980
7337,60470,Subdivision,1980
7338,60470,Subdivision,1980
7339,60470,Subdivision,1980
7340,60470,Subdivision,1980
7341,60471,Subdivision,1980
7342,60471,Subdivision,1980
7343,60471,Subdivision,1980
7344,60485,Subdivision,1980
7345,6049,Subdivision,1938
7346,6049,Subdivision,1938
7347,60491,Subdivision,1980
7348,60491,Subdivision,1980
7349,60492,Subdivision,1980
7350,6050,Reference Plan,1917
7351,60505,Subdivision,1980
7352,60505,Subdivision,1980
7353,60513,Subdivision,1980
7354,60516,Subdivision,1980
7355,60517,Subdivision,1980
7356,60521,Subdivision,1980
7357,60522,Subdivision,1980
7358,60523,Subdivision,1980
7359,60547,Subdivision,1980
7360,60550,Subdivision,1980
7361,60557,Subdivision,1980
7362,60557,Subdivision,1980
7363,60557,Subdivision,1980
7364,60557,Subdivision,1980
7365,6056,Reference Plan,1925
7366,60564,Subdivision,1980
7367,60564,Subdivision,1980
7368,60565,Subdivision,1980
7369,60594,Subdivision,1980
7370,60595,Subdivision,1980
7371,60599,Subdivision,1980
7372,60605,Subdivision,1980
7373,6062,Subdivision,1938
7374,60623,Subdivision,1980
7375,60627,Subdivision,1980
7376,60627,Subdivision,1980
7377,60632,Subdivision,1980
7378,60640,Subdivision,1980
7379,6066,Subdivision,1938
7380,60682,Subdivision,1980
7381,60683,Subdivision,1980
7382,60687,Subdivision,1980
7383,60687,Subdivision,1980
7384,60697,Subdivision,1980
7385,60697,Subdivision,1980
7386,60697,Subdivision,1980
7387,60697,Subdivision,1980
7388,60697,Subdivision,1980
7389,60697,Subdivision,1980
7390,60698,Subdivision,1980
7391,60698,Subdivision,1980
7392,60698,Subdivision,1980
7393,60698,Subdivision,1980
7394,60698,Subdivision,1980
7395,60708,Subdivision,1980
7396,60716,Subdivision,1980
7397,60716,Subdivision,1980
7398,60718,Subdivision,1980
7399,60727,Subdivision,1980
7400,60738,Subdivision,1980
7401,60739,Subdivision,1980
7402,60747,Subdivision,1980
7403,60752,Subdivision,1980
7404,60752,Subdivision,1980
7405,60759,Subdivision,1980
7406,60759,Subdivision,1980
7407,60762,Subdivision,1980
7408,60762,Subdivision,1980
7409,60762,Subdivision,1980
7410,60787,Subdivision,1980
7411,60792,Subdivision,1980
7412,60792,Subdivision,1980
7413,60792,Subdivision,1980
7414,60792,Subdivision,1980
7415,60792,Subdivision,1980
7416,60792,Subdivision,1980
7417,60792,Subdivision,1980
7418,60792,Subdivision,1980
7419,60809,Subdivision,1980
7420,60809,Subdivision,1980
7421,60811,Subdivision,1980
7422,60811,Subdivision,1980
7423,60811,Subdivision,1980
7424,60827,Subdivision,1980
7425,60827,Subdivision,1980
7426,60827,Subdivision,1980
7427,60827,Subdivision,1980
7428,60827,Subdivision,1980
7429,60852,Subdivision,1980
7430,608658E,Title,1967
7431,6088,Subdivision,1938
7432,6088,Subdivision,1938
7433,60894,Subdivision,1980
7434,60894,Subdivision,1980
7435,60894,Subdivision,1980
7436,60895,Subdivision,1980
7437,60895,Subdivision,1980
7438,60895,Subdivision,1980
7439,60895,Subdivision,1980
7440,60895,Subdivision,1980
7441,60895,Subdivision,1980
7442,60895,Subdivision,1980
7443,60910,Subdivision,1980
7444,60923,Subdivision,1980
7445,60926,Subdivision,1980
7446,60926,Subdivision,1980
7447,60942,Subdivision,1981
7448,60957,Subdivision,1981
7449,60960,Subdivision,1981
7450,60967,Subdivision,1981
7451,60969,Subdivision,1981
7452,60970,Subdivision,1981
7453,6098,Subdivision,1938
7454,60991,Subdivision,1981
7455,61020,Subdivision,1981
7456,61020,Subdivision,1981
7457,61020,Subdivision,1981
7458,61020,Subdivision,1981
7459,61020,Subdivision,1981
7460,61020,Subdivision,1981
7461,61020,Subdivision,1981
7462,61035,Subdivision,1981
7463,61035,Subdivision,1981
7464,61047,Reference Plan,1981
7465,61060,Subdivision,1981
7466,61073,Subdivision,1981
7467,61078,Subdivision,1981
7468,61078,Subdivision,1981
7469,61078,Subdivision,1982
7470,61079,Subdivision,1981
7471,61079,Subdivision,1981
7472,61079,Subdivision,1981
7473,61084,Subdivision,1981
7474,61106,Subdivision,1982
7475,61118,Subdivision,1981
7476,61131,Subdivision,1981
7477,61131,Subdivision,1981
7478,61131,Subdivision,1981
7479,61132,Subdivision,1981
7480,61136,Subdivision,1981
7481,61138,Subdivision,1981
7482,61140,Subdivision,1981
7483,61141,Subdivision,1981
7484,61160,Subdivision,1981
7485,6117,Reference Plan,1926
7486,61171,Subdivision,1981
7487,61172,Subdivision,1981
7488,61178,Subdivision,1981
7489,61178,Subdivision,1981
7490,61181,Subdivision,1981
7491,61182,Subdivision,1981
7492,61187,Subdivision,1981
7493,61218,Subdivision,1981
7494,61252,Subdivision,1981
7495,61255,Subdivision,1981
7496,61255,Subdivision,1981
7497,61255,Subdivision,1981
7498,61268,Subdivision,1981
7499,61277,Subdivision,1981
7500,61286,Subdivision,1981
7501,613,Reference Plan,1910
7502,6130,Subdivision,1938
7503,61305,Subdivision,1981
7504,61305,Subdivision,1981
7505,61305,Subdivision,1981
7506,61305,Subdivision,1981
7507,61305,Subdivision,1981
7508,61323,Subdivision,1981
7509,61323,Subdivision,1981
7510,61345,Subdivision,1981
7511,61345,Subdivision,1981
7512,61345,Subdivision,1981
7513,61349,Subdivision,1981
7514,61358,Subdivision,1981
7515,6138,Reference Plan,1925
7516,6138,Reference Plan,1925
7517,61383,Subdivision,1981
7518,61385,Explanatory,1981
7519,61395,Subdivision,1981
7520,61417,Subdivision,1981
7521,6142,Reference Plan,1926
7522,61421,Reference Plan,1981
7523,61428,Subdivision,1981
7524,61444,Subdivision,1981
7525,61458,Subdivision,1981
7526,61472,Subdivision,1981
7527,61477,Subdivision,1981
7528,61483,Subdivision,1981
7529,61489,Subdivision,1981
7530,61491,Subdivision,1981
7531,61491,Subdivision,1981
7532,61500,Reference Plan,1981
7533,61502,Subdivision,1981
7534,61502,Subdivision,1981
7535,61515,Subdivision,1981
7536,61516,Subdivision,1981
7537,61525,Subdivision,1981
7538,61528,Subdivision,1981
7539,6153,Subdivision,1938
7540,61533,Subdivision,1981
7541,61541,Subdivision,1981
7542,61541,Subdivision,1981
7543,61541,Subdivision,1981
7544,61543,Subdivision,1981
7545,615452E,Title,1952
7546,61558,Subdivision,1981
7547,61575,Subdivision,1981
7548,61583,Subdivision,1981
7549,61586,Subdivision,1981
7550,616,Subdivision,1891
7551,616,Subdivision,1891
7552,616,Subdivision,1891
7553,616,Subdivision,1891
7554,616,Subdivision,1891
7555,616,Subdivision,1891
7556,616,Subdivision,1891
7557,616,Subdivision,1891
7558,616,Subdivision,1891
7559,616,Subdivision,1891
7560,616,Subdivision,1891
7561,61625,Subdivision,1981
7562,61629,Subdivision,1981
7563,61636,Subdivision,1981
7564,61639,Subdivision,1981
7565,61639,Subdivision,1981
7566,61643,Subdivision,1981
7567,61651,Subdivision,1981
7568,61651,Subdivision,1981
7569,61662,Subdivision,1981
7570,61681,Subdivision,1981
7571,61684,Subdivision,1981
7572,61686,Subdivision,1981
7573,61686,Subdivision,1981
7574,61693,Subdivision,1981
7575,61696,Subdivision,1981
7576,61722,Subdivision,1981
7577,61737,Subdivision,1981
7578,61740,Subdivision,1981
7579,61743,Subdivision,1981
7580,61743,Subdivision,1981
7581,61745,Subdivision,1981
7582,61745,Subdivision,1981
7583,61747,Subdivision,1981
7584,6176,Subdivision,1938
7585,6176,Subdivision,1938
7586,61762,Subdivision,1981
7587,61762,Subdivision,1981
7588,61762,Subdivision,1981
7589,61762,Subdivision,1981
7590,61786,Subdivision,1981
7591,61800,Subdivision,1981
7592,61800,Subdivision,1981
7593,61800,Subdivision,1981
7594,61800,Subdivision,1981
7595,61800,Subdivision,1981
7596,61816,Subdivision,1981
7597,61816,Subdivision,1981
7598,61816,Subdivision,1981
7599,61816,Subdivision,1981
7600,61816,Subdivision,1981
7601,61827,Subdivision,1981
7602,61827,Subdivision,1981
7603,61827,Subdivision,1981
7604,61830,Subdivision,1981
7605,61834,Subdivision,1981
7606,61846,Subdivision,1981
7607,61847,Subdivision,1981
7608,61848,Subdivision,1981
7609,61860,Subdivision,1981
7610,61860,Subdivision,1981
7611,61881,Subdivision,1981
7612,61881,Subdivision,1981
7613,61887,Subdivision,1981
7614,61887,Subdivision,1981
7615,61887,Subdivision,1981
7616,61887,Subdivision,1981
7617,61887,Subdivision,1981
7618,61894,Subdivision,1981
7619,61894,Subdivision,1981
7620,61894,Subdivision,1981
7621,61894,Subdivision,1981
7622,61894,Subdivision,1981
7623,61894,Subdivision,1981
7624,61911,Subdivision,1981
7625,61911,Subdivision,1981
7626,61916,Subdivision,1981
7627,61926,Subdivision,1981
7628,61926,Subdivision,1981
7629,61926,Subdivision,1981
7630,61926,Subdivision,1981
7631,61926,Subdivision,1981
7632,61926,Subdivision,1981
7633,61926,Subdivision,1981
7634,61926,Subdivision,1981
7635,61930,Subdivision,1981
7636,61960,Subdivision,1981
7637,61960,Subdivision,1981
7638,61964,Reference Plan,1981
7639,61968,Subdivision,1981
7640,61974,Subdivision,1981
7641,61974,Subdivision,1981
7642,61974,Subdivision,1981
7643,61974,Subdivision,1981
7644,61974,Subdivision,1981
7645,61974,Subdivision,1981
7646,61979,Subdivision,1981
7647,61983,Subdivision,1981
7648,61983,Subdivision,1981
7649,61984,Subdivision,1981
7650,61987,Subdivision,1981
7651,61987,Subdivision,1981
7652,61987,Subdivision,1981
7653,61987,Subdivision,1981
7654,61987,Subdivision,1981
7655,61998,Reference Plan,1981
7656,62031,Subdivision,1981
7657,62031,Subdivision,1981
7658,62038,Subdivision,1981
7659,6204,Reference Plan,1926
7660,62040,Subdivision,1981
7661,62041,Subdivision,1981
7662,62041,Subdivision,1981
7663,62056,Subdivision,1981
7664,62062,Subdivision,1981
7665,62062,Subdivision,1981
7666,62062,Subdivision,1981
7667,62062,Subdivision,1981
7668,62069,Subdivision,1981
7669,62095,Subdivision,1981
7670,62095,Subdivision,1981
7671,62099,Subdivision,1981
7672,62123,Subdivision,1981
7673,62147,Subdivision,1981
7674,62149,Subdivision,1981
7675,62149,Subdivision,1981
7676,62149,Subdivision,1981
7677,62157,Subdivision,1981
7678,6216,Subdivision,1938
7679,6216,Subdivision,1938
7680,62164,Subdivision,1981
7681,62167,Subdivision,1981
7682,62179,Subdivision,1981
7683,62179,Subdivision,1981
7684,62186,Subdivision,1981
7685,62200,Subdivision,1981
7686,62200,Subdivision,1981
7687,62200,Subdivision,1981
7688,62200,Subdivision,1981
7689,622041E,Title,1967
7690,62257,Subdivision,1981
7691,62260,Subdivision,1981
7692,62266,Subdivision,1981
7693,62266,Subdivision,1981
7694,62266,Subdivision,1981
7695,62277,Subdivision,1981
7696,62277,Subdivision,1981
7697,62291,Subdivision,1981
7698,62291,Subdivision,1981
7699,62303,Subdivision,1981
7700,62303,Subdivision,1981
7701,62303,Subdivision,1981
7702,6231,Subdivision,1939
7703,6231,Subdivision,1939
7704,62313,Subdivision,1981
7705,62313,Subdivision,1981
7706,62329,Subdivision,1981
7707,6233,Subdivision,1939
7708,62342,Subdivision,1981
7709,62342,Subdivision,1981
7710,62342,Subdivision,1981
7711,62342,Subdivision,1981
7712,62353,Subdivision,1981
7713,62361,Subdivision,1981
7714,62379,Subdivision,1981
7715,62383,Subdivision,1981
7716,6241,Subdivision,1939
7717,62416,Subdivision,1981
7718,62417,Subdivision,1981
7719,62427,Subdivision,1981
7720,62427,Subdivision,1981
7721,62427,Subdivision,1981
7722,62429,Subdivision,1981
7723,62443,Subdivision,1981
7724,62443,Subdivision,1981
7725,62444,Subdivision,1981
7726,62467,Subdivision,1981
7727,62471,Subdivision,1981
7728,6248,Reference Plan,1939
7729,6248,Reference Plan,1939
7730,625,Subdivision,1892
7731,62511,Subdivision,1981
7732,62511,Subdivision,1981
7733,62511,Subdivision,1981
7734,62511,Subdivision,1981
7735,62519,Explanatory,1981
7736,62527,Subdivision,1981
7737,62527,Subdivision,1981
7738,62527,Subdivision,1981
7739,62557,Subdivision,1981
7740,62566,Subdivision,1981
7741,62582,Subdivision,1981
7742,62592,Subdivision,1981
7743,62603,Subdivision,1981
7744,62608,Subdivision,1981
7745,62608,Subdivision,1981
7746,62608,Subdivision,1981
7747,62609,Subdivision,1981
7748,62624,Subdivision,1981
7749,62627,Subdivision,1981
7750,62676,Reference Plan,1981
7751,62687,Subdivision,1981
7752,62708,Subdivision,1981
7753,62718,Subdivision,1981
7754,6273,Reference Plan,1925
7755,6274,Subdivision,1939
7756,6274,Subdivision,1939
7757,62745,Subdivision,1981
7758,62745,Subdivision,1981
7759,62749,Reference Plan,1981
7760,62750,Subdivision,1981
7761,62765,Subdivision,1981
7762,62770,Subdivision,1981
7763,62770,Subdivision,1981
7764,62770,Subdivision,1981
7765,62791,Subdivision,1981
7766,62791,Subdivision,1981
7767,62792,Subdivision,1981
7768,628,Subdivision,1892
7769,628,Subdivision,1892
7770,628,Subdivision,1892
7771,628,Subdivision,1892
7772,628,Subdivision,1892
7773,628,Subdivision,1892
7774,628,Subdivision,1892
7775,628,Subdivision,1892
7776,628,Subdivision,1892
7777,628,Subdivision,1892
7778,628,Subdivision,1892
7779,628,Subdivision,1892
7780,62821,Subdivision,1981
7781,62828,Subdivision,1981
7782,62834,Subdivision,1981
7783,62834,Subdivision,1981
7784,62834,Subdivision,1981
7785,62834,Subdivision,1981
7786,62839,Subdivision,1981
7787,62839,Subdivision,1981
7788,62849,Subdivision,1981
7789,62854,Subdivision,1981
7790,62865,Subdivision,1981
7791,62865,Subdivision,1981
7792,62865,Subdivision,1981
7793,62885,Subdivision,1981
7794,62885,Subdivision,1981
7795,62893,Subdivision,1981
7796,6291,Subdivision,1926
7797,6292,Subdivision,1926
7798,6292,Subdivision,1926
7799,62925,Subdivision,1981
7800,62937,Subdivision,1981
7801,62948,Subdivision,1981
7802,6295,Subdivision,1939
7803,6295,Subdivision,1939
7804,62952,Subdivision,1981
7805,62952,Subdivision,1981
7806,6296,Reference Plan,1926
7807,62960,Subdivision,1981
7808,62960,Subdivision,1981
7809,62971,Subdivision,1981
7810,62982,Subdivision,1981
7811,63028,Subdivision,1981
7812,63029,Subdivision,1981
7813,63038,Subdivision,1981
7814,63038,Subdivision,1981
7815,63042,Subdivision,1981
7816,63042,Subdivision,1981
7817,63042,Subdivision,1981
7818,63064,Subdivision,1981
7819,63064,Subdivision,1981
7820,63070,Subdivision,1981
7821,63083,Subdivision,1981
7822,63084,Subdivision,1981
7823,63084,Subdivision,1981
7824,63094,Subdivision,1981
7825,63095,Subdivision,1981
7826,63124,Subdivision,1981
7827,63124,Subdivision,1981
7828,63124,Subdivision,1981
7829,63127,Reference Plan,1981
7830,63137,Subdivision,1981
7831,63137,Subdivision,1981
7832,63139,Subdivision,1981
7833,63139,Subdivision,1981
7834,63139,Subdivision,1981
7835,63139,Subdivision,1981
7836,63139,Subdivision,1981
7837,63139,Subdivision,1981
7838,631433E,Title,1944
7839,63154,Subdivision,1981
7840,63155,Subdivision,1981
7841,63160,Subdivision,1981
7842,63166,Subdivision,1981
7843,63168,Subdivision,1981
7844,63169,Subdivision,1981
7845,63170,Subdivision,1981
7846,63174,Subdivision,1981
7847,63174,Subdivision,1981
7848,63187,Subdivision,1981
7849,63187,Subdivision,1981
7850,63210,Subdivision,1981
7851,63240,Subdivision,1981
7852,6325,Explanatory,1926
7853,6325,Explanatory,1926
7854,63257,Subdivision,1981
7855,63281,Subdivision,1981
7856,63285,Subdivision,1981
7857,63308,Subdivision,1981
7858,63316,Reference Plan,1981
7859,63317,Subdivision,1981
7860,63322,Subdivision,1981
7861,63332,Subdivision,1981
7862,63332,Subdivision,1981
7863,63332,Subdivision,1981
7864,63336,Subdivision,1981
7865,63336,Subdivision,1981
7866,63364,Subdivision,1981
7867,63366,Subdivision,1981
7868,63376,Subdivision,1981
7869,63376,Subdivision,1981
7870,63377,Subdivision,1981
7871,63399,Subdivision,1981
7872,63424,Subdivision,1981
7873,63425,Subdivision,1981
7874,63437,Subdivision,1981
7875,6344,Subdivision,1939
7876,63450,Subdivision,1981
7877,63480,Subdivision,1981
7878,63487,Subdivision,1981
7879,63490,Subdivision,1981
7880,63490,Subdivision,1981
7881,63498,Subdivision,1981
7882,6350,Explanatory,1926
7883,63524,Subdivision,1981
7884,6354,Reference Plan,1927
7885,63554,Subdivision,1981
7886,63566,Subdivision,1981
7887,63569,Subdivision,1981
7888,6357,Subdivision,1939
7889,63577,Subdivision,1981
7890,63577,Subdivision,1981
7891,63577,Subdivision,1981
7892,63577,Subdivision,1981
7893,63577,Subdivision,1981
7894,63605,Subdivision,1981
7895,63614,Subdivision,1981
7896,63618,Subdivision,1981
7897,63636,Subdivision,1981
7898,63668,Reference Plan,1981
7899,63670,Subdivision,1981
7900,63677,Subdivision,1982
7901,63684,Reference Plan,1982
7902,63687,Subdivision,1982
7903,6369,Reference Plan,1926
7904,63693,Subdivision,1981
7905,63696,Subdivision,1982
7906,63707,Subdivision,1982
7907,63707,Subdivision,1982
7908,63707,Subdivision,1982
7909,63707,Subdivision,1982
7910,63713,Subdivision,1982
7911,63729,Reference Plan,1982
7912,63738,Subdivision,1982
7913,63739,Subdivision,1982
7914,63759,Subdivision,1982
7915,63761,Subdivision,1982
7916,63769,Subdivision,1982
7917,63793,Subdivision,1982
7918,63813,Subdivision,1982
7919,63816,Subdivision,1982
7920,6382,Subdivision,1939
7921,6382,Subdivision,1939
7922,63823,Subdivision,1982
7923,63824,Subdivision,1982
7924,63835,Subdivision,1982
7925,63845,Subdivision,1982
7926,63846,Subdivision,1982
7927,63846,Subdivision,1982
7928,63846,Subdivision,1982
7929,63846,Subdivision,1982
7930,63876,Subdivision,1982
7931,63878,Subdivision,1982
7932,63885,Subdivision,1982
7933,6389,Reference Plan,1927
7934,63926,Reference Plan,1981
7935,63938,Subdivision,1982
7936,63944,Subdivision,1982
7937,63950,Subdivision,1982
7938,64007,Reference Plan,1982
7939,64027,Subdivision,1982
7940,64040,Subdivision,1982
7941,64041,Subdivision,1982
7942,64063,Subdivision,1982
7943,64102,Subdivision,1982
7944,6413,Subdivision,1939
7945,64132,Subdivision,1982
7946,6414,Subdivision,1939
7947,64193,Subdivision,1982
7948,64196,Subdivision,1982
7949,64198,Subdivision,1982
7950,64250,Subdivision,1982
7951,64258,Subdivision,1982
7952,64260,Subdivision,1982
7953,6427,Subdivision,1940
7954,6427,Subdivision,1940
7955,64276,Subdivision,1982
7956,64277,Subdivision,1982
7957,64279,Subdivision,1982
7958,64288,Subdivision,1982
7959,64308,Subdivision,1982
7960,64308,Subdivision,1982
7961,64309,Subdivision,1982
7962,64309,Subdivision,1982
7963,64309,Subdivision,1982
7964,64309,Subdivision,1982
7965,64309,Subdivision,1982
7966,64309,Subdivision,1982
7967,64312,Subdivision,1982
7968,6432,Reference Plan,1927
7969,64324,Subdivision,1982
7970,64330,Subdivision,1982
7971,64343,Subdivision,1982
7972,64371,Reference Plan,1982
7973,6439,Subdivision,1940
7974,6439,Subdivision,1940
7975,6439,Subdivision,1940
7976,64392,Subdivision,1982
7977,64399,Subdivision,1982
7978,64399,Subdivision,1982
7979,6441,Reference Plan,1922
7980,64437,Subdivision,1982
