,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
3884,PTN LTS 1 & 2 PL BCP28048,BCP28049,7804-0439-00,3rd Party Agreement,E102-0010,Municipal Right of Way,Registered,3.0,2007
3885,LTS 18 & 19 PL 78315,N/A,7887-3082,Restrictive Covenant,E112-0003,Municipal Right of Way,Registered,0,1988
3886,PTN LT 40 BCP7736,BCP07737,7802-0387,3rd Party Agreement,E102-0004,Municipal Right of Way,Registered,0,2003
3887,PTN LTS 1 & 4 PL 2163,BCP36148,7806-0144-00,3rd Party Agreement,E072-0023,Municipal Right of Way,Registered,6.096,2008
3888,PTN LT 2 PL LMP19033,LMP19035,7892-0153,3rd Party Agreement,E062-0041,Municipal Right of Way,Registered,0,1994
3889,PTN LTS 9 & 17 PL 70482,70483,7885-018,3rd Party Agreement,E062-0017,Municipal Right of Way,Registered,0,1985
3890,"PTN LTS 2,4,6,7,8,11,12&14 PL BCP12422",BCP12423,7802-0403,3rd Party Agreement,E062-0055,Municipal Right of Way,Registered,0,2004
3891,"PTN LTS 2,4,6,7,8,11,12&14 PL BCP12422",BCP12423,7802-0403,3rd Party Agreement,E062-0055,Municipal Right of Way,Registered,0,2004
3892,"PTN LTS 2,4,6,7,8,11,12&14 PL BCP12422",BCP12423,7802-0403,3rd Party Agreement,E062-0055,Municipal Right of Way,Registered,0,2004
3893,OVER LTS 1-5 PL 86941,,7888-0475,Restrictive Covenant,E062-0034,Municipal Right of Way,Registered,0,1990
3894,PTN LT 2 PL EPP42755,EPP42757,7812-0155-00,3rd Party Agreement,E062-0067,Municipal Right of Way,Registered,VAR,2014
3895,PTNS LTS 165 & 166 PL 60249,60250,2054-002,Restrictive Covenant,E062-0003,Municipal Right of Way,Registered,0,1980
3896,PTN LT C PL 68558 (LT 3 PL 70428),68559,2054-002,Restrictive Covenant,E062-0009,Municipal Right of Way,Registered,0,1984
3897,PTN LT 5 PL LMP33988,LMP33989,7889-0665,3rd Party Agreement,E062-0042,Municipal Right of Way,Registered,1.8,1997
3898,PTN LT 168 PL 67273,67274,7882-020,3rd Party Agreement,E062-0014,Municipal Right of Way,Registered,3,1984
3899,PTN LT 30 PL 82912,82913,7888-0242,3rd Party Agreement,E062-0027,Municipal Right of Way,Registered,0,1989
3900,PTN LTS 11 & 12 PL 72413,72415,7886-097,3rd Party Agreement,E052-0010,Municipal Right of Way,Registered,3,1986
3901,PTN LTS 19-22 PL 77449,77450,7887-1170,3rd Party Agreement,E052-0014,Municipal Right of Way,Registered,1.8,1988
3902,PTN LTS 26-28 PL 77449,77450,7887-1170,3rd Party Agreement,E052-0014,Municipal Right of Way,Registered,1.8,1988
3903,PTN LTS 1 & 2 PL 72713,72714,7885-289,3rd Party Agreement,E052-0008,Municipal Right of Way,Registered,3,1986
3904,PTN LT 10 PL LMP50893,LMP50895,7801-0028,3rd Party Agreement,E042-0043,Municipal Right of Way,Registered,3,2001
3905,PTN LTS 21-25 PL LMP13196,LMP13198,7891-0032,3rd Party Agreement,E042-0037,Municipal Right of Way,Registered,1.8,1993
3906,PTN LTS 3-5 PL 81927,81929,7886-4600,3rd Party Agreement,E042-0031,Municipal Right of Way,Registered,3,1989
3907,PTN LT 6 PL 8956,LMP41545,7896-0075,3rd Party Agreement,E042-0041,Municipal Right of Way,Registered,3,1999
3908,OVER LT 54 PL 84729,,7888-0136,Restrictive Covenant,E042-0023,Municipal Right of Way,Registered,0,1990
3909,PTN LT 17 PL 76035 (LTS 22-26 PL 77905),77231,2054-002,Restrictive Covenant,E042-0007,Municipal Right of Way,Registered,2,1988
3910,PTN LT 27-29 PL 67061 (& PL 83462),67062,2054-002,Restrictive Covenant,E042-0004,Municipal Right of Way,Registered,VAR,1983
3911,PTN LTS A & B PL LMP14320,LMP14321,7892-0459,3rd Party Agreement,E032-0032,Municipal Right of Way,Registered,9,1994
3912,PTN LTS 69-75 PL 76071,76072,7886-2250,3rd Party Agreement,E032-0010,Municipal Right of Way,Registered,3,1987
3913,PTN LTS 95-97 PL 76071,76072,7886-2250,3rd Party Agreement,E032-0010,Municipal Right of Way,Registered,3,1987
3914,PTN LT 1 PL LMP43430,LMP43431,7897-0245,3rd Party Agreement,E022-0028,Municipal Right of Way,Registered,3,1999
3915,PTN LT A PL LMP53404,BCP33238,7806-0343-00,3rd Party Agreement,E012-0042,Municipal Right of Way,Registered,VAR,2007
3916,PTN LT 3 PL EPP22635,EPP22637,7810-0288-00,3rd Party Agreement,E012-0044,Municipal Right of Way,Registered,1.8,2013
3917,PTN LT A PL LMP20120,LMP20121,7893-0267,3rd Party Agreement,E012-0025,Municipal Right of Way,Registered,0,1994
3918,PTN LT 2 PL 70830,73800,7886-454,3rd Party Agreement,E012-0010,Municipal Right of Way,Registered,3,1987
3919,PTN LTS 1-2 PL 79014,79016,7887-2470,3rd Party Agreement,E012-0017,Municipal Right of Way,Registered,6.5,1988
3920,LTS 1 & 2 PL 71302 (NW3034 & NW3045),,7884-337,Restrictive Covenant,E012-0004,Municipal Right of Way,Registered,30.48,1986
3921,PTN N 3.0m LT 47 PL 62069,,A377,3rd Party Agreement,E002-0003,Municipal Right of Way,Registered,3,1981
3922,PTN LTS 1-3 BCP21693 & LTS 2-5 BCP21692,BCP21695,7803-0268,3rd Party Agreement,E113-0031,Municipal Right of Way,Registered,3.0,2006
3923,PTN LTS 3 & 4 PL 82708,82883,7887-3082,3rd Party Agreement,E113-0005,Municipal Right of Way,Registered,3,1989
3924,PTN LTS 22 - 24 PL 82708,82883,7887-3082,3rd Party Agreement,E113-0005,Municipal Right of Way,Registered,3,1989
3925,PTN LTS 24-27 PL LMP32921,LMP32922,7892-0479,3rd Party Agreement,E113-0021,Municipal Right of Way,Registered,0,1997
3926,PTN LT 1 PL LMP36741,LMP36743,7896-0185,Restrictive Covenant,E113-0026,Municipal Right of Way,Registered,7.5,1998
3927,PTN LT A PL BCP24663,BCP25057,7805-0175-00,3rd Party Agreement,E103-0030,Municipal Right of Way,Registered,1.8,2007
3928,PT LT 1-4 SEC 27 TP 1 PL BCP8932,BCP8933,7802-0339-00,3rd Party Agreement,E103-0021,Municipal Right of Way,Registered,3.0,2004
3929,PTN LTS 34-37 & 40-42 PL BCP21600,BCP21601,7803-0259,3rd Party Agreement,E073-0016,Municipal Right of Way,Registered,3.0,2005
3930,PTN LTS 20-22 & 24-26 PL BCP46039,BCP46040,7809-0156-00,3rd Party Agreement,E073-0047,Municipal Right of Way,Registered,VAR,2010
3931,PTN LTS 35-38 PL BCP 15337,BCP15638,7804-0008,3rd Party Agreement,E073-0010,Municipal Right of Way,Registered,VAR,2005
3932,PTN LT A PL EPP26840,EPP25955,7809-0114-00,3rd Party Agreement,E063-0071,Municipal Right of Way,Registered,6.7,2015
3933,"PTN LTS 1-8, 20-31 PL BCP32092",BCP32093,7805-0224-00,3rd Party Agreement,E063-0058,Municipal Right of Way,Registered,VAR,2007
3934,PTN LT 23 PL BCP450,BCP451,7801-0135,3rd Party Agreement,E063-0019,Municipal Right of Way,Registered,1.8,2002
3935,PTN LTS 7-12 PL BCP14108,BCP14110,7803-0135,3rd Party Agreement,E063-0040,Municipal Right of Way,Registered,2.4,2004
3936,"PTN LTS 17-19,33-45,43 & 44 PL BCP8352",BCP8353,7898-0199,3rd Party Agreement,E053-0049,Municipal Right of Way,Registered,3,2003
3937,PTN LTS 1-3 PL BCP49830,BCP49832,7810-0094-00,3rd Party Agreement,E053-0063,Municipal Right of Way,Registered,VAR,2011
3938,"PTN LTS 2,3 & 5 PL BCP36470",BCP36472,7807-0220-00,3rd Party Agreement,E053-0060,Municipal Right of Way,Registered,VAR,2008
3939,"PTN LTS 1-8, 17 & 18 PL LMP54093",LMP54096,7801-0076,3rd Party Agreement,E053-0039,Municipal Right of Way,Registered,0,2002
3940,PTN LTS 8-13 PL LMP36853,LMP36854,7896-0315,3rd Party Agreement,E053-0029,Municipal Right of Way,Registered,0,1998
3941,PTN LT 1 PL LMP33602,LMP33603,7896-0283,3rd Party Agreement,E053-0023,Municipal Right of Way,Registered,3,1997
3942,PTN LTS 22-24 PL LMP33602,LMP33603,7896-0283,3rd Party Agreement,E053-0023,Municipal Right of Way,Registered,0,1997
3943,PTN LT 1 PL BCP51251,BCP51252,7810-0204-00,3rd Party Agreement,E053-0064,Municipal Right of Way,Initiated,1.8,2012
3944,PTN LTS 17 & 18 PL BCP11662,BCP11663,7803-0178,3rd Party Agreement,E053-0050,Municipal Right of Way,Registered,0,2004
3945,PTN LT 9 PL 82919,82919,7888-0132,Restrictive Covenant,E043-0072,Municipal Right of Way,Registered,0,1989
3946,PTN LTS 9 & 10 PL 82918,82919,7888-0132,Restrictive Covenant,E043-0072,Municipal Right of Way,Registered,0,1989
3947,PTN LTS 1-6 PL LMP42577,LMP42577,7896-0094,3rd Party Agreement,E043-0073,Municipal Right of Way,Registered,3,1999
3948,"PTN LTS 3, 4, 5 PL LMP52101",LMP52102,7800-0188,3rd Party Agreement,E043-0070,Municipal Right of Way,Registered,3,2001
3949,PTN LTS 52 - 57 PL LMP49293,LMP49296,7896-0094,3rd Party Agreement,E043-0069,Municipal Right of Way,Registered,4,2001
3950,"PTN LTS 24, 28, 29, 30 PL LMP49293",LMP49296,7896-0094,3rd Party Agreement,E043-0069,Municipal Right of Way,Registered,3,2003
3951,PTN LT 11 PL 81912,81913,7888-0010,3rd Party Agreement,E043-0042,Municipal Right of Way,Registered,1.8,1989
3952,PTN LTS 484-488 PL 60716,62140,2054-002,3rd Party Agreement,E033-0001,Municipal Right of Way,Registered,3,1981
3953,PTN LT 2 PL 1605,LMP31863,7896-0034,Restrictive Covenant,E023-0043,Municipal Right of Way,Registered,20,1997
3954,"PTN LTS 2,3 & 4 PL BCP25169",BCP25171,7804-0282-00,3rd Party Agreement,E023-0044,Municipal Right of Way,Registered,3.0,2006
3955,LT 124 PL 62383,,A116,Restrictive Covenant,E023-0023,Municipal Right of Way,Registered,0,1981
3956,"PTN L 9,12,13 PLLMP18324",LMP18326,2893-0177,3rd Party Agreement,E003-0024,Municipal Right of Way,Registered,VAR,1994
3957,PTN LTS 2 & 3 PL 72884,72886,7885-352,3rd Party Agreement,E003-0001,Municipal Right of Way,Registered,6.616,1986
3958,PTN LTS A & B PL LMP8919,LMP8920,7891-0365,3rd Party Agreement,E013-0001,Municipal Right of Way,Registered,0,1993
3959,PTN LTS 5 & 6 PL LMP12666,LMP12667,7891-0360,Restrictive Covenant,E003-0021,Municipal Right of Way,Registered,0,1993
3960,PTN LTS 4 & 5 PL 74384,74385,7886-5090,3rd Party Agreement,E003-0007,Municipal Right of Way,Registered,6,1987
3961,LT 1 PL 73578,,7885-626,Restrictive Covenant,E003-0003,Municipal Right of Way,Registered,0,1987
3962,PTN LT 10 PL LMP31524,LMP31525,7895-0049,3rd Party Agreement,E123-0015,Municipal Right of Way,Registered,0,1997
3963,LT 20 PL 63490,,7881-404,Restrictive Covenant,E123-0001,Municipal Right of Way,Registered,0,1983
3964,PTN LT A PL BCP32476,BCP32479,7803-0343-00,3rd Party Agreement,E123-0024,Municipal Right of Way,Registered,5.155,2007
3965,PTN LTS 5-7 PL LMP34428,LMP34429,7894-0322,3rd Party Agreement,E123-0018,Municipal Right of Way,Registered,3,1997
3966,PTN LT 2 PL LMP30364 (PL LMS3719),LMP29769,7894-0068,3rd Party Agreement,E123-0016,Municipal Right of Way,Registered,0,1996
3967,PTN LT 5 PL LMP11730,LMP11731,6092-0144,Restrictive Covenant,EC113-12,Municipal Right of Way,Registered,2,1993
3968,PTN LTS 5 & 6 PL LMP11730,LMP11731,6092-0144,Restrictive Covenant,E113-0012,Municipal Right of Way,Registered,0,1993
3969,OVER LT 16 PL 1642 (NW3268),,7888-0215,Restrictive Covenant,E113-0006,Municipal Right of Way,Registered,0,1990
3970,PTN LTS 2 & 3 PL LMP34503,LMP34504,7894-0258,3rd Party Agreement,E113-0023,Municipal Right of Way,Registered,6,1997
3971,"PTN LT 67 PL 45437, BCP36290",BCP39352,7806-0439-00,3rd Party Agreement,E114-0039,Municipal Right of Way,Registered,VAR,2008
3972,PTN LT A PL BCP23653,BCP36145,7806-0500-00,3rd Party Agreement,E083-0016,Municipal Right of Way,Registered,VAR,2008
3973,PTN LTS 16 - 24 PL LMP54530,LMP54531,7801-0127,3rd Party Agreement,E073-0004,Municipal Right of Way,Registered,3,2002
3974,PTN LTS 1 & 2 PL BCP27517,BCP39529,7806-0166-00,3rd Party Agreement,E083-0012,Municipal Right of Way,Registered,11.0,2009
3975,PTN LT E PL RP6845,LMP38648,7895-0221,3rd Party Agreement,E074-0010,Municipal Right of Way,Registered,3,1998
3976,PTN LT 1 PL LMP36619 (LT 1 PL LMP41497),LMP36621,7892-0495,Restrictive Covenant,E084-0004,Municipal Right of Way,Registered,0,1998
3977,PTN LT 2 PL BCP43138,BCP43139,7807-0313-00,3rd Party Agreement,E073-0044,Municipal Right of Way,Registered,5.0,2009
3978,PTN LTS 1 & 2 PL BCP19982,BCP19983,7803-0214,3rd Party Agreement,E073-0015,Municipal Right of Way,Registered,3.0,2005
3979,PTN LT 5 PL BCP19982,BCP19983,7803-0214,3rd Party Agreement,E073-0015,Municipal Right of Way,Registered,3.0,2005
3980,PTN LTS 2-7 PL LMP37174,LMP37175,7895-0263,3rd Party Agreement,E063-0007,Municipal Right of Way,Registered,0,1998
3981,PTN LTS 1-4 PL EPP26240,EPP26241,7810-0186-00,3rd Party Agreement,E063-0070,Municipal Right of Way,Registered,VAR,2015
3982,PTN LTS 3 & 4 PL BCP49715,EPP28538,7812-0086-00,3rd Party Agreement,E064-0002,Municipal Right of Way,Registered,VAR,2013
3983,PTN LTS 13 - 23 PL BCP6515,BCP6516,7896-0321,3rd Party Agreement,E063-0024,Municipal Right of Way,Registered,0,2003
3984,PTN LT 27 PL 74915,74916,7886-4990,3rd Party Agreement,E053-0017,Municipal Right of Way,Registered,1.8,1987
3985,PTN LTS 2-5 PL 72451,72452,7885-572,3rd Party Agreement,E053-0011,Municipal Right of Way,Registered,18,1986
3986,PTN LTS 20-23 PL 72451,72452,7885-572,3rd Party Agreement,E053-0008,Municipal Right of Way,Registered,18,1986
3987,PTN LTS 9 & 10 PL 73813,73815,7886-2891,3rd Party Agreement,E053-0002,Municipal Right of Way,Registered,6,1987
3988,PTN LTS 37 & 39 PL BCP6873,BCP6874,7800-0324,3rd Party Agreement,E053-0048,Municipal Right of Way,Registered,0,2004
3989,PTN LT 1 LMP3278,LMP3279,7890-0029,3rd Party Agreement,E043-0059,Municipal Right of Way,Registered,3,1992
3990,PTN LTS 4-9 PL LMP12000,LMP12001,7892-0075,3rd Party Agreement,E043-0039,Municipal Right of Way,Registered,3,1993
3991,PTN LTS 9-17 PL 84886,84887,7887-0890,3rd Party Agreement,E043-0028,Municipal Right of Way,Registered,0,1990
3992,PTN LTS 1-6 PL LMP12983,LMP12861,7892-0040,3rd Party Agreement,E043-0046,Municipal Right of Way,Registered,0,1993
3993,PTN LT 19 PL 81912,81915,7888-0010,Restrictive Covenant,E043-0074,Municipal Right of Way,Registered,5,1989
3994,OVER LT 7 PL 85303,,7889-0096,Restrictive Covenant,E043-0032,Municipal Right of Way,Registered,0,1990
3995,PTN LT 3 PL LMP9040,LMP9041,7891-0462,3rd Party Agreement,E043-0036,Municipal Right of Way,Registered,1.8,1993
3996,PTN LT 2 PL LMP9874,LMP9875,7892-0014,3rd Party Agreement,E043-0040,Municipal Right of Way,Registered,1.8,1993
3997,PTN LTS 46-47 & 50 PL 79629,79630,7888-0002,3rd Party Agreement,E043-0012,Municipal Right of Way,Registered,1.8,1988
3998,PTN LT 4 PL 70131 (LT 4 PL RP70133),70132,7885-128,3rd Party Agreement,E043-0011,Municipal Right of Way,Registered,1.8,1985
3999,"PTN LTS 1, 2 & 5 PL5163(PL58219 & 61586)",56946,9409,3rd Party Agreement,E033-0005,Municipal Right of Way,Registered,0,1979
4000,PTN LTS 4-11 PL 76417,76418,7887-0160,3rd Party Agreement,E034-0046,Municipal Right of Way,Registered,1.8,1987
4001,PTN LT 53 PL 75536,75539,7885-0130,3rd Party Agreement,E023-0017,Municipal Right of Way,Registered,1.2,1987
4002,PTN LT 47 PL 75536,75539,7885-0130,3rd Party Agreement,E023-0017,Municipal Right of Way,Registered,1.2,1987
4003,PTN LT 38 PL 75536,75539,7885-0130,3rd Party Agreement,E023-0017,Municipal Right of Way,Registered,1.2,1987
4004,PTN LT 8 PL 71026,71027,7880-443,3rd Party Agreement,E034-0009,Municipal Right of Way,Registered,1.8,1985
4005,OVER LT 2 PL 83878 (NW3291),,7888-0565,Restrictive Covenant,E023-0041,Municipal Right of Way,Registered,0,1989
4006,PTN LTS 37 - 40 PL 69850,69852,7883-127,3rd Party Agreement,E023-0005,Municipal Right of Way,Registered,0,1985
4007,PTNS LTS 34 & 35 PL 75536,75537,7885-0130,3rd Party Agreement,E023-0015,Municipal Right of Way,Registered,0,1987
4008,PTN LT 1 RP77252,87015,7887-3810,Restrictive Covenant,E124-0020,Municipal Right of Way,Registered,8.4,1990
4009,PTN LT 2 PL 77232,77233,7887-4240,3rd Party Agreement,E124-0013,Municipal Right of Way,Registered,1.8,1988
4010,"OVER LTS 1, 2 & 3 PL LMP19960",LMP19961,7893-0339,Restrictive Covenant,E124-0018,Municipal Right of Way,Registered,0,1994
4011,PTN LTS 300-303 PL 63038,63039,A495,3rd Party Agreement,E124-0006,Municipal Right of Way,Registered,0,1981
4012,LT B PL 15208 (NW2900),,7886-2710,Restrictive Covenant,E114-0002,Municipal Right of Way,Registered,0,1988
4013,"PTN LT 1 LMP29383,NW1603,NW1715(LMS3292)",LMP31036,7894-0413,3rd Party Agreement,E114-0015,Municipal Right of Way,Registered,6,1996
4014,"PTN LT 1 LMP29383,NW1603,NW1715(LMS3292)",LMP38440,7894-0413,3rd Party Agreement,E114-0017,Municipal Right of Way,Registered,0,1998
4015,PTN LTS 1-3 PL BCP32580,BCP32581,7806-0087-00,3rd Party Agreement,E114-0033,Municipal Right of Way,Registered,7.75,2007
4016,PTN LT 2 PL EPP49071,EPP49072,7814-0198-00,3rd Party Agreement,E104-0080,Municipal Right of Way,Registered,3.0,2015
4017,PTN LTS 9-11 PL LMP14744,LMP14745,7892-0536,3rd Party Agreement,E074-0009,Municipal Right of Way,Registered,3,1994
4018,PTN LTS 5-7 PL LMP13774,LMP13775,7892-0402,3rd Party Agreement,E074-0008,Municipal Right of Way,Registered,3,1993
4019,PTN LT 8 PL LMP38652,LMP38653,7893-0040,3rd Party Agreement,E074-0011,Municipal Right of Way,Registered,3,1998
4020,PTN LTS 9 & 10 PL 78239,78592,7887-4400,3rd Party Agreement,E074-0006,Municipal Right of Way,Registered,3,1988
4021,PTN PL LMS3201,LMS3201,6594-0264,3rd Party Agreement,E054-0017,Municipal Right of Way,Registered,0,1998
4022,PTN LTS 3-10 PL LMP21115,LMP21116,7893-0428,3rd Party Agreement,E054-0009,Municipal Right of Way,Registered,0,1995
4023,PTN LT 29 PL LMP5931,LMP5932,7891-0213,3rd Party Agreement,E054-0013,Municipal Right of Way,Registered,0,1992
4024,PTN LT 8 PL LMP37035,LMP37036,7892-0273,3rd Party Agreement,E044-0056,Municipal Right of Way,Registered,3,1998
4025,"PTN LTS 5, 6, 7, 8 PL LMP49148",LMP52624,7897-0079,3rd Party Agreement,E044-0069,Municipal Right of Way,Registered,0,2002
4026,PTN LTS 3-9 PL LMP49148,LMP49149,7897-0079,3rd Party Agreement,E044-0061,Municipal Right of Way,Registered,0,2001
4027,PTN LT 23 PL LMP14635,LMP14636,7890-0143,3rd Party Agreement,E044-0043,Municipal Right of Way,Registered,1.8,1994
4028,PTN LT 1 PL LMP16580 & LT 16 PL LMP13621,LMP13622,7891-0151,3rd Party Agreement,E044-0040,Municipal Right of Way,Registered,1.8,1993
4029,"PTN LTS 1,3,5-10 PL LMP10929",LMP10930,7891-0281,3rd Party Agreement,E044-0032,Municipal Right of Way,Registered,0,1993
4030,PTN LTS 1-5 & 101-103 PL 85238,85239,7888-0442,3rd Party Agreement,E044-0020,Municipal Right of Way,Registered,1.8,1990
4031,PTN LT 1 PL LMP18358,LMP18359,7893-0129,3rd Party Agreement,E054-0006,Municipal Right of Way,Registered,0,1994
4032,"L 14-16, 19, 21 & 22 BCP25155",BCP25156,7805-0305,3rd Party Agreement,E044-0078,Municipal Right of Way,Registered,VAR,2006
4033,PTN LTS 75 & 76 PL 85238,85239,7888-0442,3rd Party Agreement,E044-0020,Municipal Right of Way,Registered,1.8,1990
4034,PTN LTS 4 & 5 PL BCP50541,BCP50542,7811-0144-00,3rd Party Agreement,E044-0093,Municipal Right of Way,Registered,VAR,2012
4035,LTS 422 & 423 PL 65566 (LT A PL 65566),,2054-002,Restrictive Covenant,E044-0002,Municipal Right of Way,Registered,0,1982
4036,OVER LT B PL LMP6286,,7889-0369,Restrictive Covenant,E044-0026,Municipal Right of Way,Registered,0,1992
4037,PTN LT 2 PL EPP20035,EPP20036,7807-0280-00,3rd Party Agreement,E044-0095,Municipal Right of Way,Registered,6.5,2014
4038,PTNS LTS 32 & 33 PL 72793,72794,7881-1000,3rd Party Agreement,E044-0004,Municipal Right of Way,Registered,1.8,1986
4039,PTNS LTS 8-10 PL 72793,72794,7881-1000,3rd Party Agreement,E044-0004,Municipal Right of Way,Registered,1.8,1986
4040,PTN LT C PL 22334 (NW3097),81883,7888-0344,Restrictive Covenant,E034-0051,Municipal Right of Way,Registered,6,1989
4041,PTN LT 88 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
4042,PTN LT 106 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
4043,PTN LT 104 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
4044,PTN LT 78 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
4045,PTN LT 77 PL 69179,69181,6083-406,3rd Party Agreement,E034-0002,Municipal Right of Way,Registered,1.2,1985
4046,OVER LT A PL 73437 (NW2564),,7885-5830,Restrictive Covenant,E034-0022,Municipal Right of Way,Registered,0,1987
4047,PTN LT G PL 71030,71032,7885-1760,Restrictive Covenant,E034-0014,Municipal Right of Way,Registered,2.13,1986
4048,PTN LTS 47 & 48 PL 70486,70487,7885-172,3rd Party Agreement,E034-0007,Municipal Right of Way,Registered,1.8,1985
4049,PTN LTS 54 & 55 PL 70486,70487,7885-172,3rd Party Agreement,E034-0007,Municipal Right of Way,Registered,1.8,1985
4050,PTN LTS 4 & 5 PL 73194,73195,7885-1730,3rd Party Agreement,E034-0017,Municipal Right of Way,Registered,1.8,1986
4051,PTN LT 2 PL LMP35677,LMP35678,7894-0373,3rd Party Agreement,E034-0071,Municipal Right of Way,Registered,1.8,1997
4052,LTS 39-41 PL 76658 (& LTS 1 & 2 PL 81775,76664,7887-2160,Restrictive Covenant,E034-0030,Municipal Right of Way,Registered,40.75,1987
4053,OVER LT A PL 75227 (NW2717),,7881-6030,Restrictive Covenant,E024-0027,Municipal Right of Way,Registered,0,1987
4054,PTN LT 1 BCP7548,BCP8419,7802-0204,3rd Party Agreement,E024-0041,Municipal Right of Way,Registered,0,2003
4055,PTN LT 9 PL LMP13015,LMP13016,6092-0258,Restrictive Covenant,E024-0029,Municipal Right of Way,Registered,6,1993
4056,PTN LT 1 PL BCP42232,EPP08546,7809-0060-00,3rd Party Agreement,E014-0086,Municipal Right of Way,Registered,VAR,2011
4057,LT 69 PL 62198 (PL NW1885),,A455,Restrictive Covenant,E014-0006,Municipal Right of Way,Registered,0,1982
